enstID	enstVersion	genovo_LOEUF_corrected	ensembl_transcript_id	Approved_Symbol	HGNC_ID	entrezgene_id	description	is_canon
ENST00000371361	3	0.94801903	ENST00000371361	NOC3L	HGNC:24034	64318.0	NOC3 like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]	True
ENST00000357203	3	1.38160585	ENST00000357203	C3orf18	HGNC:24837	51161.0	chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837]	True
ENST00000374379	4	0.789184488	ENST00000374379	CLIC4	HGNC:13518	25932.0	chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518]	True
ENST00000375200	1	0.639008312	ENST00000375200	ZNF341	HGNC:15992	84905.0	zinc finger protein 341 [Source:HGNC Symbol;Acc:HGNC:15992]	True
ENST00000417826	2	0.750071039	ENST00000417826	CCDC103	HGNC:32700	388389.0	coiled-coil domain containing 103 [Source:HGNC Symbol;Acc:HGNC:32700]	True
ENST00000327451	6	1.369956399	ENST00000327451	SLC25A18	HGNC:10988	83733.0	solute carrier family 25 member 18 [Source:HGNC Symbol;Acc:HGNC:10988]	True
ENST00000324642	3	1.827237968	ENST00000324642	SLC6A18	HGNC:26441	348932.0	solute carrier family 6 member 18 [Source:HGNC Symbol;Acc:HGNC:26441]	True
ENST00000264161	4	0.581808228	ENST00000264161	DARS1	HGNC:2678	1615.0	aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678]	True
ENST00000443786	2	1.174094379	ENST00000443786	HAUS3	HGNC:28719	79441.0	HAUS augmin like complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:28719]	True
ENST00000284629	2	1.051909384	ENST00000284629	ASZ1	HGNC:1350	136991.0	ankyrin repeat, SAM and basic leucine zipper domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1350]	True
ENST00000272641	3	0.093213813	ENST00000272641	NXPH2	HGNC:8076	11249.0	neurexophilin 2 [Source:HGNC Symbol;Acc:HGNC:8076]	True
ENST00000373921	3	0.741228266	ENST00000373921	THEMIS2	HGNC:16839	9473.0	thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]	True
ENST00000539909	1	0.587367297	ENST00000539909	ADK	HGNC:257	132.0	adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257]	True
ENST00000301146	4	1.467534508	ENST00000301146	CYP2A7	HGNC:2611	1549.0	cytochrome P450 family 2 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:2611]	True
ENST00000295910	6	1.723863288	ENST00000295910	ERICH6	HGNC:28602	131831.0	glutamate rich 6 [Source:HGNC Symbol;Acc:HGNC:28602]	True
ENST00000290299	2	0.79800515	ENST00000290299	ATP5PO	HGNC:850	539.0	ATP synthase peripheral stalk subunit OSCP [Source:HGNC Symbol;Acc:HGNC:850]	True
ENST00000566264	1	0.301341074	ENST00000566264	TMEM204	HGNC:14158	79652.0	transmembrane protein 204 [Source:HGNC Symbol;Acc:HGNC:14158]	True
ENST00000411696	2	0.865995078	ENST00000411696	ZNF142	HGNC:12927	7701.0	zinc finger protein 142 [Source:HGNC Symbol;Acc:HGNC:12927]	True
ENST00000367609	3	0.42282787	ENST00000367609	ADGRG6	HGNC:13841	57211.0	adhesion G protein-coupled receptor G6 [Source:HGNC Symbol;Acc:HGNC:13841]	True
ENST00000370558	4	0.254162052	ENST00000370558	SH3GLB1	HGNC:10833	51100.0	SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]	True
ENST00000361530	6	1.581565719	ENST00000361530	CNKSR1	HGNC:19700	10256.0	connector enhancer of kinase suppressor of Ras 1 [Source:HGNC Symbol;Acc:HGNC:19700]	True
ENST00000394570	2	0.844027751	ENST00000394570	UNC45B	HGNC:14304	146862.0	unc-45 myosin chaperone B [Source:HGNC Symbol;Acc:HGNC:14304]	True
ENST00000496514	1	1.289591833	ENST00000496514	PDE6B	HGNC:8786	5158.0	phosphodiesterase 6B [Source:HGNC Symbol;Acc:HGNC:8786]	True
ENST00000263097	4	0.874937211	ENST00000263097	CNN2	HGNC:2156	1265.0	calponin 2 [Source:HGNC Symbol;Acc:HGNC:2156]	True
ENST00000404826	2	0.305667853	ENST00000404826	SDK1	HGNC:19307	221935.0	sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]	True
ENST00000388922	4	0.424162417	ENST00000388922	ACVRL1	HGNC:175	94.0	activin A receptor like type 1 [Source:HGNC Symbol;Acc:HGNC:175]	True
ENST00000319212	4	1.058611091	ENST00000319212	DIS3L	HGNC:28698	115752.0	DIS3 like exosome 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:28698]	True
ENST00000379562	4	0.776432885	ENST00000379562	KIN	HGNC:6327	22944.0	Kin17 DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:6327]	True
ENST00000356392	4	1.176394691	ENST00000356392	ODAD3	HGNC:28303	115948.0	outer dynein arm docking complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:28303]	True
ENST00000263360	6	0.091971661	ENST00000263360	EED	HGNC:3188	8726.0	embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]	True
ENST00000281828	6	0.575282972	ENST00000281828	FARSB	HGNC:17800	10056.0	phenylalanyl-tRNA synthetase subunit beta [Source:HGNC Symbol;Acc:HGNC:17800]	True
ENST00000227665	4	1.766537627	ENST00000227665	APOA5	HGNC:17288	116519.0	apolipoprotein A5 [Source:HGNC Symbol;Acc:HGNC:17288]	True
ENST00000380815	4	0.378115776	ENST00000380815	GMDS	HGNC:4369	2762.0	GDP-mannose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:4369]	True
ENST00000329251	4	0.171329867	ENST00000329251	EEF1G	HGNC:3213	1937.0	eukaryotic translation elongation factor 1 gamma [Source:HGNC Symbol;Acc:HGNC:3213]	True
ENST00000279101	5	0.856670575	ENST00000279101	CABLES2	HGNC:16143	81928.0	Cdk5 and Abl enzyme substrate 2 [Source:HGNC Symbol;Acc:HGNC:16143]	True
ENST00000246166	2	0.418768302	ENST00000246166	FNTB	HGNC:3785	2342.0	farnesyltransferase, CAAX box, beta [Source:HGNC Symbol;Acc:HGNC:3785]	True
ENST00000552951	1	1.574328815	ENST00000552951	NOPCHAP1	HGNC:28628	121053.0	NOP protein chaperone 1 [Source:HGNC Symbol;Acc:HGNC:28628]	True
ENST00000458483	1	2.212833999	ENST00000458483	PLA2G4B	HGNC:9036	100137049.0	phospholipase A2 group IVB [Source:HGNC Symbol;Acc:HGNC:9036]	True
ENST00000266556	7	1.417188579	ENST00000266556	TAPBPL	HGNC:30683	55080.0	TAP binding protein like [Source:HGNC Symbol;Acc:HGNC:30683]	True
ENST00000246532	1	1.855632605	ENST00000246532	IGFLR1	HGNC:23620	79713.0	IGF like family receptor 1 [Source:HGNC Symbol;Acc:HGNC:23620]	True
ENST00000339488	4	0.574411442	ENST00000339488	PTCHD4	HGNC:21345	442213.0	patched domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21345]	True
ENST00000247191	2	0.931853178	ENST00000247191	DLGAP5	HGNC:16864	9787.0	DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]	True
ENST00000258201	4	1.082896853	ENST00000258201	FHOD1	HGNC:17905	29109.0	formin homology 2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17905]	True
ENST00000240922	3	0.466937014	ENST00000240922	NAA50	HGNC:29533	80218.0	N-alpha-acetyltransferase 50, NatE catalytic subunit [Source:HGNC Symbol;Acc:HGNC:29533]	True
ENST00000337331	5	0.790001934	ENST00000337331	NPHP3	HGNC:7907	27031.0	nephrocystin 3 [Source:HGNC Symbol;Acc:HGNC:7907]	True
ENST00000318962	4	1.148613468	ENST00000318962	ALS2CL	HGNC:20605	259173.0	ALS2 C-terminal like [Source:HGNC Symbol;Acc:HGNC:20605]	True
ENST00000379589	3	0.33133131	ENST00000379589	LHFPL6	HGNC:6586	10186.0	LHFPL tetraspan subfamily member 6 [Source:HGNC Symbol;Acc:HGNC:6586]	True
ENST00000300896	4	0.171200055	ENST00000300896	USP32	HGNC:19143	84669.0	ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:HGNC:19143]	True
ENST00000260187	2	0.50760103	ENST00000260187	USP2	HGNC:12618	9099.0	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618]	True
ENST00000440739	2	1.044878526	ENST00000440739	IQCF3	HGNC:31816	401067.0	IQ motif containing F3 [Source:HGNC Symbol;Acc:HGNC:31816]	True
ENST00000382142	3	0.225087735	ENST00000382142	MTMR12	HGNC:18191	54545.0	myotubularin related protein 12 [Source:HGNC Symbol;Acc:HGNC:18191]	True
ENST00000269466	3	0.4805613	ENST00000269466	ELAC1	HGNC:14197	55520.0	elaC ribonuclease Z 1 [Source:HGNC Symbol;Acc:HGNC:14197]	True
ENST00000379516	2	0.316234669	ENST00000379516	SNX2	HGNC:11173	6643.0	sorting nexin 2 [Source:HGNC Symbol;Acc:HGNC:11173]	True
ENST00000352861	4	1.109846106	ENST00000352861	SEC61G	HGNC:18277	23480.0	SEC61 translocon subunit gamma [Source:HGNC Symbol;Acc:HGNC:18277]	True
ENST00000233027	5	1.401155728	ENST00000233027	NEK4	HGNC:11399	6787.0	NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]	True
ENST00000347454	4	0.308781064	ENST00000347454	EIF2B4	HGNC:3260	8890.0	eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260]	True
ENST00000267935	8	0.958009954	ENST00000267935	COMMD4	HGNC:26027	54939.0	COMM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26027]	True
ENST00000252505	3	1.630787821	ENST00000252505	ALLC	HGNC:17377	55821.0	allantoicase [Source:HGNC Symbol;Acc:HGNC:17377]	True
ENST00000312561	4	0.806480047	ENST00000312561	RESF1	HGNC:25559	55196.0	retroelement silencing factor 1 [Source:HGNC Symbol;Acc:HGNC:25559]	True
ENST00000296315	3	0.418877476	ENST00000296315	ARHGEF3	HGNC:683	50650.0	Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683]	True
ENST00000266542	4	1.104940885	ENST00000266542	C1RL	HGNC:21265	51279.0	complement C1r subcomponent like [Source:HGNC Symbol;Acc:HGNC:21265]	True
ENST00000361337	2	0.0	ENST00000361337	TOP1	HGNC:11986	7150.0	DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]	True
ENST00000266509	2	1.101074639	ENST00000266509	SLCO1C1	HGNC:13819	53919.0	solute carrier organic anion transporter family member 1C1 [Source:HGNC Symbol;Acc:HGNC:13819]	True
ENST00000312562	2	0.601325802	ENST00000312562	FOSL1	HGNC:13718	8061.0	FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]	True
ENST00000389834	4	0.268940129	ENST00000389834	TMEM87A	HGNC:24522	25963.0	transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522]	True
ENST00000252711	2	1.220559931	ENST00000252711	NDUFA10	HGNC:7684	4705.0	NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]	True
ENST00000357604	5	0.080484592	ENST00000357604	UPF2	HGNC:17854	26019.0	UPF2 regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:17854]	True
ENST00000328741	5	0.402860347	ENST00000328741	NXPH3	HGNC:8077	11248.0	neurexophilin 3 [Source:HGNC Symbol;Acc:HGNC:8077]	True
ENST00000292430	6	1.306304859	ENST00000292430	LY6K	HGNC:24225	54742.0	lymphocyte antigen 6 family member K [Source:HGNC Symbol;Acc:HGNC:24225]	True
ENST00000295131	2	1.216913358	ENST00000295131	ZSWIM2	HGNC:30990	151112.0	zinc finger SWIM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:30990]	True
ENST00000357872	4	0.923303761	ENST00000357872	LVRN	HGNC:26904	206338.0	laeverin [Source:HGNC Symbol;Acc:HGNC:26904]	True
ENST00000532404	1	1.727591367	ENST00000532404	USP50	HGNC:20079	373509.0	ubiquitin specific peptidase 50 [Source:HGNC Symbol;Acc:HGNC:20079]	True
ENST00000378910	5	0.766379583	ENST00000378910	NPHS1	HGNC:7908	4868.0	NPHS1 adhesion molecule, nephrin [Source:HGNC Symbol;Acc:HGNC:7908]	True
ENST00000412168	2	1.223798806	ENST00000412168	GPX5	HGNC:4557	2880.0	glutathione peroxidase 5 [Source:HGNC Symbol;Acc:HGNC:4557]	True
ENST00000327987	4	0.755530682	ENST00000327987	IGDCC3	HGNC:9700	9543.0	immunoglobulin superfamily DCC subclass member 3 [Source:HGNC Symbol;Acc:HGNC:9700]	True
ENST00000254605	6	1.52977432	ENST00000254605	RRP8	HGNC:29030	23378.0	ribosomal RNA processing 8 [Source:HGNC Symbol;Acc:HGNC:29030]	True
ENST00000268231	8	1.997770235	ENST00000268231	SEPTIN12	HGNC:26348	124404.0	septin 12 [Source:HGNC Symbol;Acc:HGNC:26348]	True
ENST00000400556	3	0.183433595	ENST00000400556	PPP4R1	HGNC:9320	9989.0	protein phosphatase 4 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:9320]	True
ENST00000296215	6	0.438629024	ENST00000296215	SNIP1	HGNC:30587	79753.0	Smad nuclear interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30587]	True
ENST00000217402	2	0.0	ENST00000217402	CHMP4B	HGNC:16171	128866.0	charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171]	True
ENST00000401592	1	0.663759757	ENST00000401592	SUN1	HGNC:18587	23353.0	Sad1 and UNC84 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18587]	True
ENST00000394303	3	0.304985548	ENST00000394303	CACNB1	HGNC:1401	782.0	calcium voltage-gated channel auxiliary subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:1401]	True
ENST00000302262	3	1.350562354	ENST00000302262	GAA	HGNC:4065	2548.0	alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065]	True
ENST00000259951	7	0.973700042	ENST00000259951	HLA-F	HGNC:4963	3134.0	major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]	True
ENST00000334414	6	0.231493694	ENST00000334414	PTPRB	HGNC:9665	5787.0	protein tyrosine phosphatase receptor type B [Source:HGNC Symbol;Acc:HGNC:9665]	True
ENST00000602465	1	0.531941907	ENST00000602465	RUFY2	HGNC:19761	55680.0	RUN and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19761]	True
ENST00000334708	3	1.391599262	ENST00000334708	SERPINA11	HGNC:19193	256394.0	serpin family A member 11 [Source:HGNC Symbol;Acc:HGNC:19193]	True
ENST00000376718	3	0.750578953	ENST00000376718	PRUNE2	HGNC:25209	158471.0	prune homolog 2 with BCH domain [Source:HGNC Symbol;Acc:HGNC:25209]	True
ENST00000393892	3	0.144107104	ENST00000393892	CNP	HGNC:2158	1267.0	2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]	True
ENST00000231512	3	0.956088092	ENST00000231512	C5orf15	HGNC:20656	56951.0	chromosome 5 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:20656]	True
ENST00000374168	2	0.529122046	ENST00000374168	RPS6KA1	HGNC:10430	6195.0	ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]	True
ENST00000217740	3	1.085258907	ENST00000217740	RNF125	HGNC:21150	54941.0	ring finger protein 125 [Source:HGNC Symbol;Acc:HGNC:21150]	True
ENST00000241502	4	0.437845589	ENST00000241502	FYTTD1	HGNC:25407	84248.0	forty-two-three domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25407]	True
ENST00000392167	3	0.926060424	ENST00000392167	PNLDC1	HGNC:21185	154197.0	PARN like ribonuclease domain containing exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:21185]	True
ENST00000285021	7	0.889117595	ENST00000285021	XPC	HGNC:12816	7508.0	XPC complex subunit, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12816]	True
ENST00000361413	3	1.206140209	ENST00000361413	KIAA0753	HGNC:29110	9851.0	KIAA0753 [Source:HGNC Symbol;Acc:HGNC:29110]	True
ENST00000279907	7	0.420482577	ENST00000279907	BLTP3B	HGNC:29102	23074.0	bridge-like lipid transfer protein family member 3B [Source:HGNC Symbol;Acc:HGNC:29102]	True
ENST00000409561	1	0.671265642	ENST00000409561	C2orf78	HGNC:34349	388960.0	chromosome 2 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:34349]	True
ENST00000304800	9	1.001401876	ENST00000304800	TMEM208	HGNC:25015	29100.0	transmembrane protein 208 [Source:HGNC Symbol;Acc:HGNC:25015]	True
ENST00000454355	2	1.314236089	ENST00000454355	SLC39A5	HGNC:20502	283375.0	solute carrier family 39 member 5 [Source:HGNC Symbol;Acc:HGNC:20502]	True
ENST00000376865	1	1.63580845	ENST00000376865	NMS	HGNC:32203	129521.0	neuromedin S [Source:HGNC Symbol;Acc:HGNC:32203]	True
ENST00000474905	1	1.064297111	ENST00000474905	CPA5	HGNC:15722	93979.0	carboxypeptidase A5 [Source:HGNC Symbol;Acc:HGNC:15722]	True
ENST00000232744	8	0.881943522	ENST00000232744	ABTB1	HGNC:18275	80325.0	ankyrin repeat and BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18275]	True
ENST00000359568	5	0.923596072	ENST00000359568	PCNT	HGNC:16068	5116.0	pericentrin [Source:HGNC Symbol;Acc:HGNC:16068]	True
ENST00000406877	3	1.065591444	ENST00000406877	CDCA7L	HGNC:30777	55536.0	cell division cycle associated 7 like [Source:HGNC Symbol;Acc:HGNC:30777]	True
ENST00000282356	4	0.504620888	ENST00000282356	CAMK4	HGNC:1464	814.0	calcium/calmodulin dependent protein kinase IV [Source:HGNC Symbol;Acc:HGNC:1464]	True
ENST00000279036	6	1.016449282	ENST00000279036	PIGT	HGNC:14938	51604.0	phosphatidylinositol glycan anchor biosynthesis class T [Source:HGNC Symbol;Acc:HGNC:14938]	True
ENST00000261937	6	0.097564664	ENST00000261937	FLT4	HGNC:3767	2324.0	fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]	True
ENST00000012443	4	0.124830873	ENST00000012443	PPP5C	HGNC:9322	5536.0	protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]	True
ENST00000607714	1	0.565164834	ENST00000607714	TIMM50	HGNC:23656	92609.0	translocase of inner mitochondrial membrane 50 [Source:HGNC Symbol;Acc:HGNC:23656]	True
ENST00000370372	2	0.602953578	ENST00000370372	BLOC1S2	HGNC:20984	282991.0	biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]	True
ENST00000346299	5	0.856199369	ENST00000346299	MTMR2	HGNC:7450	8898.0	myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450]	True
ENST00000476907	1	1.006304611	ENST00000476907	TUT1	HGNC:26184	64852.0	terminal uridylyl transferase 1, U6 snRNA-specific [Source:HGNC Symbol;Acc:HGNC:26184]	True
ENST00000361487	6	0.187661163	ENST00000361487	PAX9	HGNC:8623	5083.0	paired box 9 [Source:HGNC Symbol;Acc:HGNC:8623]	True
ENST00000216797	5	0.209339105	ENST00000216797	NFKBIA	HGNC:7797	4792.0	NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]	True
ENST00000328668	7	1.201670521	ENST00000328668	ARSI	HGNC:32521	340075.0	arylsulfatase family member I [Source:HGNC Symbol;Acc:HGNC:32521]	True
ENST00000357387	3	0.119662632	ENST00000357387	RICTOR	HGNC:28611	253260.0	RPTOR independent companion of MTOR complex 2 [Source:HGNC Symbol;Acc:HGNC:28611]	True
ENST00000480456	1	0.702255027	ENST00000480456	JAM2	HGNC:14686	58494.0	junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:14686]	True
ENST00000450735	2	0.766434498	ENST00000450735	HOMER2	HGNC:17513	9455.0	homer scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]	True
ENST00000360596	2	0.770399956	ENST00000360596	ACSS2	HGNC:15814	55902.0	acyl-CoA synthetase short chain family member 2 [Source:HGNC Symbol;Acc:HGNC:15814]	True
ENST00000291458	5	1.019290222	ENST00000291458	MIX23	HGNC:31136	131076.0	mitochondrial matrix import factor 23 [Source:HGNC Symbol;Acc:HGNC:31136]	True
ENST00000549578	1	0.195178281	ENST00000549578	VPS29	HGNC:14340	51699.0	VPS29 retromer complex component [Source:HGNC Symbol;Acc:HGNC:14340]	True
ENST00000490491	1	2.054880895	ENST00000490491	PMF1-BGLAP	HGNC:42953	100527963.0	PMF1-BGLAP readthrough [Source:HGNC Symbol;Acc:HGNC:42953]	True
ENST00000303921	2	0.647323964	ENST00000303921	GPR37	HGNC:4494	2861.0	G protein-coupled receptor 37 [Source:HGNC Symbol;Acc:HGNC:4494]	True
ENST00000265087	4	0.403550009	ENST00000265087	STC2	HGNC:11374	8614.0	stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]	True
ENST00000282272	8	0.195505138	ENST00000282272	ANKRD44	HGNC:25259	91526.0	ankyrin repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:25259]	True
ENST00000306390	6	1.292881881	ENST00000306390	LRG1	HGNC:29480	116844.0	leucine rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:29480]	True
ENST00000371957	3	1.42638107	ENST00000371957	STKLD1	HGNC:28669	169436.0	serine/threonine kinase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28669]	True
ENST00000367278	3	0.622232243	ENST00000367278	LGR6	HGNC:19719	59352.0	leucine rich repeat containing G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:19719]	True
ENST00000239374	7	1.500653141	ENST00000239374	CCDC170	HGNC:21177	80129.0	coiled-coil domain containing 170 [Source:HGNC Symbol;Acc:HGNC:21177]	True
ENST00000328698	1	6.103674799	ENST00000328698	DEFB108B	HGNC:29966	245911.0	defensin beta 108B [Source:HGNC Symbol;Acc:HGNC:29966]	True
ENST00000303795	4	1.669987254	ENST00000303795	APLF	HGNC:28724	200558.0	aprataxin and PNKP like factor [Source:HGNC Symbol;Acc:HGNC:28724]	True
ENST00000274217	3	1.645107327	ENST00000274217	OTULINL	HGNC:25629	54491.0	OTU deubiquitinase with linear linkage specificity like [Source:HGNC Symbol;Acc:HGNC:25629]	True
ENST00000305783	8	1.231719837	ENST00000305783	RNFT1	HGNC:30206	51136.0	ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:30206]	True
ENST00000292035	5	0.989384682	ENST00000292035	MED27	HGNC:2377	9442.0	mediator complex subunit 27 [Source:HGNC Symbol;Acc:HGNC:2377]	True
ENST00000305135	5	0.340827051	ENST00000305135	YEATS2	HGNC:25489	55689.0	YEATS domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25489]	True
ENST00000511664	1	0.43626447	ENST00000511664	CAMK2D	HGNC:1462	817.0	calcium/calmodulin dependent protein kinase II delta [Source:HGNC Symbol;Acc:HGNC:1462]	True
ENST00000369969	2	0.831678159	ENST00000369969	CLCC1	HGNC:29675	23155.0	chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]	True
ENST00000376406	3	0.67338481	ENST00000376406	MDC1	HGNC:21163	9656.0	mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]	True
ENST00000398333	3	1.363364651	ENST00000398333	ARPIN-AP3S2	HGNC:38824	100526783.0	ARPIN-AP3S2 readthrough [Source:HGNC Symbol;Acc:HGNC:38824]	True
ENST00000366618	3	0.438178354	ENST00000366618	SLC35F3	HGNC:23616	148641.0	solute carrier family 35 member F3 [Source:HGNC Symbol;Acc:HGNC:23616]	True
ENST00000248572	5	1.164949782	ENST00000248572	GNGT1	HGNC:4411	2792.0	G protein subunit gamma transducin 1 [Source:HGNC Symbol;Acc:HGNC:4411]	True
ENST00000381477	3	2.129175241	ENST00000381477	MLANA	HGNC:7124	2315.0	melan-A [Source:HGNC Symbol;Acc:HGNC:7124]	True
ENST00000307599	4	1.226743389	ENST00000307599	GOT1L1	HGNC:28487	137362.0	glutamic-oxaloacetic transaminase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28487]	True
ENST00000449076	1	0.637337252	ENST00000449076	TESPA1	HGNC:29109	9840.0	thymocyte expressed, positive selection associated 1 [Source:HGNC Symbol;Acc:HGNC:29109]	True
ENST00000260327	4	0.030413881	ENST00000260327	CTDSPL2	HGNC:26936	51496.0	CTD small phosphatase like 2 [Source:HGNC Symbol;Acc:HGNC:26936]	True
ENST00000403751	3	1.280206958	ENST00000403751	GTF2A1L	HGNC:30727	11036.0	general transcription factor IIA subunit 1 like [Source:HGNC Symbol;Acc:HGNC:30727]	True
ENST00000370574	3	1.116736954	ENST00000370574	ZNHIT6	HGNC:26089	54680.0	zinc finger HIT-type containing 6 [Source:HGNC Symbol;Acc:HGNC:26089]	True
ENST00000276646	9	0.561439309	ENST00000276646	SYBU	HGNC:26011	55638.0	syntabulin [Source:HGNC Symbol;Acc:HGNC:26011]	True
ENST00000312428	6	1.025325511	ENST00000312428	DNAH7	HGNC:18661	56171.0	dynein axonemal heavy chain 7 [Source:HGNC Symbol;Acc:HGNC:18661]	True
ENST00000268138	7	0.814535252	ENST00000268138	TICRR	HGNC:28704	90381.0	TOPBP1 interacting checkpoint and replication regulator [Source:HGNC Symbol;Acc:HGNC:28704]	True
ENST00000319725	9	0.256158462	ENST00000319725	FUBP3	HGNC:4005	8939.0	far upstream element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4005]	True
ENST00000408931	3	0.175070754	ENST00000408931	TBX20	HGNC:11598	57057.0	T-box transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11598]	True
ENST00000367467	3	0.365215677	ENST00000367467	SASH1	HGNC:19182	23328.0	SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182]	True
ENST00000350690	5	1.095316767	ENST00000350690	SLC25A10	HGNC:10980	1468.0	solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]	True
ENST00000317012	4	1.769021451	ENST00000317012	ZBED2	HGNC:20710	79413.0	zinc finger BED-type containing 2 [Source:HGNC Symbol;Acc:HGNC:20710]	True
ENST00000354817	3	0.154861609	ENST00000354817	FAR1	HGNC:26222	84188.0	fatty acyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:26222]	True
ENST00000367811	3	0.929957957	ENST00000367811	NME7	HGNC:20461	29922.0	NME/NM23 family member 7 [Source:HGNC Symbol;Acc:HGNC:20461]	True
ENST00000304081	4	1.036763808	ENST00000304081	NT5C1B	HGNC:17818	93034.0	5'-nucleotidase, cytosolic IB [Source:HGNC Symbol;Acc:HGNC:17818]	True
ENST00000357641	6	0.077041537	ENST00000357641	BRPF3	HGNC:14256	27154.0	bromodomain and PHD finger containing 3 [Source:HGNC Symbol;Acc:HGNC:14256]	True
ENST00000323563	6	0.715584437	ENST00000323563	MRPS31	HGNC:16632	10240.0	mitochondrial ribosomal protein S31 [Source:HGNC Symbol;Acc:HGNC:16632]	True
ENST00000239944	2	0.841475175	ENST00000239944	SERP1	HGNC:10759	27230.0	stress associated endoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:10759]	True
ENST00000551956	1	1.080854363	ENST00000551956	KRT4	HGNC:6441	3851.0	keratin 4 [Source:HGNC Symbol;Acc:HGNC:6441]	True
