sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"SCARF1","Approved symbol","SCARF1","scavenger receptor class F member 1","HGNC:16820","17p13.3"
"ALPL","Approved symbol","ALPL","alkaline phosphatase, biomineralization associated","HGNC:438","1p36.12"
"GPR132","Approved symbol","GPR132","G protein-coupled receptor 132","HGNC:17482","14q32.33"
"C9orf78","Approved symbol","C9orf78","chromosome 9 open reading frame 78","HGNC:24932","9q34.11"
"SPDEF","Approved symbol","SPDEF","SAM pointed domain containing ETS transcription factor","HGNC:17257","6p21.31"
"COL5A3","Approved symbol","COL5A3","collagen type V alpha 3 chain","HGNC:14864","19p13.2"
"TP53INP2","Approved symbol","TP53INP2","tumor protein p53 inducible nuclear protein 2","HGNC:16104","20q11.22"
"UBA3","Approved symbol","UBA3","ubiquitin like modifier activating enzyme 3","HGNC:12470","3p14.1"
"NLRP1","Approved symbol","NLRP1","NLR family pyrin domain containing 1","HGNC:14374","17p13"
"NRAP","Approved symbol","NRAP","nebulin related anchoring protein","HGNC:7988","10q25.3"
"METTL17","Approved symbol","METTL17","methyltransferase like 17","HGNC:19280","14q11.2"
"RP11-500M8.7","Unmatched","","","",""
"RBM44","Approved symbol","RBM44","RNA binding motif protein 44","HGNC:24756","2q37.3"
"FAM117B","Approved symbol","FAM117B","family with sequence similarity 117 member B","HGNC:14440","2q33.2"
"CD40","Approved symbol","CD40","CD40 molecule","HGNC:11919","20q13.12"
"PDE4C","Approved symbol","PDE4C","phosphodiesterase 4C","HGNC:8782","19p13.11"
"NOXA1","Approved symbol","NOXA1","NADPH oxidase activator 1","HGNC:10668","9q34.3"
"RP11-712L6.5","Unmatched","","","",""
"PM20D1","Approved symbol","PM20D1","peptidase M20 domain containing 1","HGNC:26518","1q32.1"
"LRFN4","Approved symbol","LRFN4","leucine rich repeat and fibronectin type III domain containing 4","HGNC:28456","11q13.2"
"BIRC2","Approved symbol","BIRC2","baculoviral IAP repeat containing 2","HGNC:590","11q22.2"
"GPR12","Approved symbol","GPR12","G protein-coupled receptor 12","HGNC:4466","13q12.13"
"TMEM39B","Approved symbol","TMEM39B","transmembrane protein 39B","HGNC:25510","1p35.2"
"DNAH8","Approved symbol","DNAH8","dynein axonemal heavy chain 8","HGNC:2952","6p21.2"
"MRPL9","Approved symbol","MRPL9","mitochondrial ribosomal protein L9","HGNC:14277","1q21.3"
"SMAD9","Approved symbol","SMAD9","SMAD family member 9","HGNC:6774","13q13.3"
"BRE","Previous symbol","BABAM2","BRISC and BRCA1 A complex member 2","HGNC:1106","2p23.2"
"RRP1","Approved symbol","RRP1","ribosomal RNA processing 1","HGNC:18785","21q22.3"
"SYT5","Approved symbol","SYT5","synaptotagmin 5","HGNC:11513","19q13.42"
"DNAJC30","Approved symbol","DNAJC30","DnaJ heat shock protein family (Hsp40) member C30","HGNC:16410","7q11.23"
"METTL9","Approved symbol","METTL9","methyltransferase 9, His-X-His N1(pi)-histidine","HGNC:24586","16p12.2"
"EIF2B2","Approved symbol","EIF2B2","eukaryotic translation initiation factor 2B subunit beta","HGNC:3258","14q24.3"
"FAM32A","Approved symbol","FAM32A","family with sequence similarity 32 member A","HGNC:24563","19p13.11"
"BRIP1","Approved symbol","BRIP1","BRCA1 interacting helicase 1","HGNC:20473","17q23.2"
"AMOTL2","Approved symbol","AMOTL2","angiomotin like 2","HGNC:17812","3q22.2"
"CCNL2","Approved symbol","CCNL2","cyclin L2","HGNC:20570","1p36.33"
"INSRR","Approved symbol","INSRR","insulin receptor related receptor","HGNC:6093","1q23.1"
"CTNNAL1","Approved symbol","CTNNAL1","catenin alpha like 1","HGNC:2512","9q31.3"
"XPC","Approved symbol","XPC","XPC complex subunit, DNA damage recognition and repair factor","HGNC:12816","3p25.1"
"RPN2","Approved symbol","RPN2","ribophorin II","HGNC:10382","20q11.23"
"AOX1","Approved symbol","AOX1","aldehyde oxidase 1","HGNC:553","2q33.1"
"NAXE","Approved symbol","NAXE","NAD(P)HX epimerase","HGNC:18453","1q22"
"IFT20","Approved symbol","IFT20","intraflagellar transport 20","HGNC:30989","17q11.2"
"LEPROT","Approved symbol","LEPROT","leptin receptor overlapping transcript","HGNC:29477","1p31.3"
"ICAM5","Approved symbol","ICAM5","intercellular adhesion molecule 5","HGNC:5348","19p13.2"
"DEFB125","Approved symbol","DEFB125","defensin beta 125","HGNC:18105","20p13"
"ANKRD34A","Approved symbol","ANKRD34A","ankyrin repeat domain 34A","HGNC:27639","1q21.1"
"ERLIN1","Approved symbol","ERLIN1","ER lipid raft associated 1","HGNC:16947","10q24.31"
"IGDCC4","Approved symbol","IGDCC4","immunoglobulin superfamily DCC subclass member 4","HGNC:13770","15q22.31"
"CDKN2B","Approved symbol","CDKN2B","cyclin dependent kinase inhibitor 2B","HGNC:1788","9p21.3"
"B3GALNT2","Approved symbol","B3GALNT2","beta-1,3-N-acetylgalactosaminyltransferase 2","HGNC:28596","1q42.3"
"SHMT1","Approved symbol","SHMT1","serine hydroxymethyltransferase 1","HGNC:10850","17p11.2"
"C15orf59","Previous symbol","INSYN1","inhibitory synaptic factor 1","HGNC:33753","15q24.1"
"IFRD2","Approved symbol","IFRD2","interferon related developmental regulator 2","HGNC:5457","3p21.31"
"GALK1","Approved symbol","GALK1","galactokinase 1","HGNC:4118","17q25.1"
"SLC38A1","Approved symbol","SLC38A1","solute carrier family 38 member 1","HGNC:13447","12q13.11"
"OAT","Approved symbol","OAT","ornithine aminotransferase","HGNC:8091","10q26.13"
"SLC7A2","Approved symbol","SLC7A2","solute carrier family 7 member 2","HGNC:11060","8p22"
"PTP4A1","Approved symbol","PTP4A1","protein tyrosine phosphatase 4A1","HGNC:9634","6q12"
"TUBD1","Approved symbol","TUBD1","tubulin delta 1","HGNC:16811","17q23.1"
"PARVA","Approved symbol","PARVA","parvin alpha","HGNC:14652","11p15.3"
"EVC","Approved symbol","EVC","EvC ciliary complex subunit 1","HGNC:3497","4p16.2"
"PHOSPHO1","Approved symbol","PHOSPHO1","phosphoethanolamine/phosphocholine phosphatase 1","HGNC:16815","17q21.32"
"SLC39A7","Approved symbol","SLC39A7","solute carrier family 39 member 7","HGNC:4927","6p21.32"
"EIF3M","Approved symbol","EIF3M","eukaryotic translation initiation factor 3 subunit M","HGNC:24460","11p13"
"PLK3","Approved symbol","PLK3","polo like kinase 3","HGNC:2154","1p34.1"
"BCL7B","Approved symbol","BCL7B","BAF chromatin remodeling complex subunit BCL7B","HGNC:1005","7q11.23"
"RASSF5","Approved symbol","RASSF5","Ras association domain family member 5","HGNC:17609","1q32.1"
"HSD3B7","Approved symbol","HSD3B7","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7","HGNC:18324","16p11.2"
"DGKQ","Approved symbol","DGKQ","diacylglycerol kinase theta","HGNC:2856","4p16.3"
"SIRT3","Approved symbol","SIRT3","sirtuin 3","HGNC:14931","11p15.5"
"TEX2","Approved symbol","TEX2","testis expressed 2","HGNC:30884","17q23.3"
"BIK","Approved symbol","BIK","BCL2 interacting killer","HGNC:1051","22q13.2"
"CALCR","Approved symbol","CALCR","calcitonin receptor","HGNC:1440","7q21.3"
"ROBO4","Approved symbol","ROBO4","roundabout guidance receptor 4","HGNC:17985","11q24.2"
"CTGF","Previous symbol","CCN2","cellular communication network factor 2","HGNC:2500","6q23.2"
"COL8A1","Approved symbol","COL8A1","collagen type VIII alpha 1 chain","HGNC:2215","3q12.1"
"SLAIN2","Approved symbol","SLAIN2","SLAIN motif family member 2","HGNC:29282","4p11"
"GPRIN1","Approved symbol","GPRIN1","G protein regulated inducer of neurite outgrowth 1","HGNC:24835","5q35.2"
"IRF5","Approved symbol","IRF5","interferon regulatory factor 5","HGNC:6120","7q32.1"
"WDR4","Approved symbol","WDR4","WD repeat domain 4","HGNC:12756","21q22.3"
"SLC16A14","Approved symbol","SLC16A14","solute carrier family 16 member 14","HGNC:26417","2q36.3"
"SNX2","Approved symbol","SNX2","sorting nexin 2","HGNC:11173","5q23.2"
"ABCC6","Approved symbol","ABCC6","ATP binding cassette subfamily C member 6","HGNC:57","16p13.11"
"SHC2","Approved symbol","SHC2","SHC adaptor protein 2","HGNC:29869","19p13.3"
"CARNS1","Approved symbol","CARNS1","carnosine synthase 1","HGNC:29268","11q13.2"
"MYPOP","Approved symbol","MYPOP","Myb related transcription factor, partner of profilin","HGNC:20178","19q13.32"
"APITD1","Previous symbol","CENPS","centromere protein S","HGNC:23163","1p36.22"
"LARS","Previous symbol","LARS1","leucyl-tRNA synthetase 1","HGNC:6512","5q32"
"TMEM50A","Approved symbol","TMEM50A","transmembrane protein 50A","HGNC:30590","1p36.11"
"TSEN2","Approved symbol","TSEN2","tRNA splicing endonuclease subunit 2","HGNC:28422","3p25.2"
"AL359878.1","Unmatched","","","",""
"STARD3","Approved symbol","STARD3","StAR related lipid transfer domain containing 3","HGNC:17579","17q12"
"MGAT5B","Approved symbol","MGAT5B","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B","HGNC:24140","17q25.2"
"ACSF2","Approved symbol","ACSF2","acyl-CoA synthetase family member 2","HGNC:26101","17q21.33"
"SECTM1","Approved symbol","SECTM1","secreted and transmembrane 1","HGNC:10707","17q25.3"
"CREB3L3","Approved symbol","CREB3L3","cAMP responsive element binding protein 3 like 3","HGNC:18855","19p13.3"
"STRA13","Previous symbol","CENPX","centromere protein X","HGNC:11422","17q25.3"
"STRA13","Previous symbol","BHLHE40","basic helix-loop-helix family member e40","HGNC:1046","3p26.1"
"NKX2-8","Approved symbol","NKX2-8","NK2 homeobox 8","HGNC:16364","14q13.3"
"POLN","Approved symbol","POLN","DNA polymerase nu","HGNC:18870","4p16.3"
"ARHGEF4","Approved symbol","ARHGEF4","Rho guanine nucleotide exchange factor 4","HGNC:684","2q21.1"
"COL17A1","Approved symbol","COL17A1","collagen type XVII alpha 1 chain","HGNC:2194","10q25.1"
"NRL","Approved symbol","NRL","neural retina leucine zipper","HGNC:8002","14q11.2-q12"
"PRSS53","Approved symbol","PRSS53","serine protease 53","HGNC:34407","16p11.2"
"ACO1","Approved symbol","ACO1","aconitase 1","HGNC:117","9p21.1"
"PTCHD2","Previous symbol","DISP3","dispatched RND transporter family member 3","HGNC:29251","1p36.22"
"FOS","Approved symbol","FOS","Fos proto-oncogene, AP-1 transcription factor subunit","HGNC:3796","14q24.3"
"FAM171A2","Approved symbol","FAM171A2","family with sequence similarity 171 member A2","HGNC:30480","17q21.31"
"EIF4E1B","Approved symbol","EIF4E1B","eukaryotic translation initiation factor 4E family member 1B","HGNC:33179","5q35.2"
"RIC3","Approved symbol","RIC3","RIC3 acetylcholine receptor chaperone","HGNC:30338","11p15.4"
"GAREM","Previous symbol","GAREM1","GRB2 associated regulator of MAPK1 subtype 1","HGNC:26136","18q12.1"
"TRIM56","Approved symbol","TRIM56","tripartite motif containing 56","HGNC:19028","7q22.1"
"RRM2B","Approved symbol","RRM2B","ribonucleotide reductase regulatory TP53 inducible subunit M2B","HGNC:17296","8q22.3"
"R3HDM1","Approved symbol","R3HDM1","R3H domain containing 1","HGNC:9757","2q21.3"
"AP3M1","Approved symbol","AP3M1","adaptor related protein complex 3 subunit mu 1","HGNC:569","10q22.2"
"UTS2R","Approved symbol","UTS2R","urotensin 2 receptor","HGNC:4468","17q25.3"
"MST1R","Approved symbol","MST1R","macrophage stimulating 1 receptor","HGNC:7381","3p21.31"
"BRIX1","Approved symbol","BRIX1","biogenesis of ribosomes BRX1","HGNC:24170","5p13.2"
"ME2","Approved symbol","ME2","malic enzyme 2","HGNC:6984","18q21.2"
"TUBGCP6","Approved symbol","TUBGCP6","tubulin gamma complex component 6","HGNC:18127","22q13.33"
"KANK1","Approved symbol","KANK1","KN motif and ankyrin repeat domains 1","HGNC:19309","9p24.3"
"VPS37A","Approved symbol","VPS37A","VPS37A subunit of ESCRT-I","HGNC:24928","8p22"
"NOTUM","Approved symbol","NOTUM","notum, palmitoleoyl-protein carboxylesterase","HGNC:27106","17q25.3"
"SLC35B3","Approved symbol","SLC35B3","solute carrier family 35 member B3","HGNC:21601","6p24.3"
"ECD","Approved symbol","ECD","ecdysoneless cell cycle regulator","HGNC:17029","10q22.2"
"NUP160","Approved symbol","NUP160","nucleoporin 160","HGNC:18017","11p11.2"
"TAS1R1","Approved symbol","TAS1R1","taste 1 receptor member 1","HGNC:14448","1p36.31"
"GRIN3A","Approved symbol","GRIN3A","glutamate ionotropic receptor NMDA type subunit 3A","HGNC:16767","9q31.1"
"AC006116.20","Unmatched","","","",""
"LLGL2","Approved symbol","LLGL2","LLGL scribble cell polarity complex component 2","HGNC:6629","17q25.1"
"SPATS2","Approved symbol","SPATS2","spermatogenesis associated serine rich 2","HGNC:18650","12q13.12"
"PCM1","Approved symbol","PCM1","pericentriolar material 1","HGNC:8727","8p22"
"SLC17A6","Approved symbol","SLC17A6","solute carrier family 17 member 6","HGNC:16703","11p14.3"
"LCE1E","Approved symbol","LCE1E","late cornified envelope 1E","HGNC:29466","1q21.3"
"RPL22L1","Approved symbol","RPL22L1","ribosomal protein L22 like 1","HGNC:27610","3q26.2"
"CNTNAP1","Approved symbol","CNTNAP1","contactin associated protein 1","HGNC:8011","17q21.2"
"LOXL4","Approved symbol","LOXL4","lysyl oxidase like 4","HGNC:17171","10q24.2"
"HIST1H3C","Previous symbol","H3C3","H3 clustered histone 3","HGNC:4768","6p22.2"
"MRPS6","Approved symbol","MRPS6","mitochondrial ribosomal protein S6","HGNC:14051","21q22.11"
"WDR75","Approved symbol","WDR75","WD repeat domain 75","HGNC:25725","2q32.2"
"OSGIN2","Approved symbol","OSGIN2","oxidative stress induced growth inhibitor family member 2","HGNC:1355","8q21.3"
"CPT1A","Approved symbol","CPT1A","carnitine palmitoyltransferase 1A","HGNC:2328","11q13.3"
"PARP10","Approved symbol","PARP10","poly(ADP-ribose) polymerase family member 10","HGNC:25895","8q24.3"
"SCYL3","Approved symbol","SCYL3","SCY1 like pseudokinase 3","HGNC:19285","1q24.2"
"RAD9A","Approved symbol","RAD9A","RAD9 checkpoint clamp component A","HGNC:9827","11q13.2"
"ASB6","Approved symbol","ASB6","ankyrin repeat and SOCS box containing 6","HGNC:17181","9q34.11"
"SULF1","Approved symbol","SULF1","sulfatase 1","HGNC:20391","8q13.2-q13.3"
"AC174470.1","Unmatched","","","",""
"EIF3K","Approved symbol","EIF3K","eukaryotic translation initiation factor 3 subunit K","HGNC:24656","19q13.2"
"GNAI2","Approved symbol","GNAI2","G protein subunit alpha i2","HGNC:4385","3p21.31"
"ANAPC16","Approved symbol","ANAPC16","anaphase promoting complex subunit 16","HGNC:26976","10q22.1"
"C12orf10","Previous symbol","MYG1","MYG1 exonuclease","HGNC:17590","12q13.13"
"C20orf166","Previous symbol","MIR1-1HG","MIR1-1 host gene","HGNC:16159","20q13.33"
"PSMD5","Approved symbol","PSMD5","proteasome 26S subunit, non-ATPase 5","HGNC:9563","9q33.2"
"UBE2E3","Approved symbol","UBE2E3","ubiquitin conjugating enzyme E2 E3","HGNC:12479","2q31.3"
"CLEC16A","Approved symbol","CLEC16A","C-type lectin domain containing 16A","HGNC:29013","16p13.13"
"SLC30A9","Approved symbol","SLC30A9","solute carrier family 30 member 9","HGNC:1329","4p13"
"KCNJ15","Approved symbol","KCNJ15","potassium inwardly rectifying channel subfamily J member 15","HGNC:6261","21q22.13-q22.2"
"RP11-5A19.5","Unmatched","","","",""
"NAIF1","Approved symbol","NAIF1","nuclear apoptosis inducing factor 1","HGNC:25446","9q34.11"
"PIEZO2","Approved symbol","PIEZO2","piezo type mechanosensitive ion channel component 2","HGNC:26270","18p11.22-p11.21"
"BRK1","Approved symbol","BRK1","BRICK1 subunit of SCAR/WAVE actin nucleating complex","HGNC:23057","3p25.3"
"CYGB","Approved symbol","CYGB","cytoglobin","HGNC:16505","17q25.1"
"SLC16A5","Approved symbol","SLC16A5","solute carrier family 16 member 5","HGNC:10926","17q25.1"
"NEUROG1","Approved symbol","NEUROG1","neurogenin 1","HGNC:7764","5q31.1"
"TPP1","Approved symbol","TPP1","tripeptidyl peptidase 1","HGNC:2073","11p15.4"
"RASGRF2","Approved symbol","RASGRF2","Ras protein specific guanine nucleotide releasing factor 2","HGNC:9876","5q14.1"
"APOB","Approved symbol","APOB","apolipoprotein B","HGNC:603","2p24.1"
"NUPL2","Previous symbol","NUP42","nucleoporin 42","HGNC:17010","7p15.3"
"EEPD1","Approved symbol","EEPD1","endonuclease/exonuclease/phosphatase family domain containing 1","HGNC:22223","7p14.2"
"DTYMK","Approved symbol","DTYMK","deoxythymidylate kinase","HGNC:3061","2q37.3"
"PDP1","Approved symbol","PDP1","pyruvate dehydrogenase phosphatase catalytic subunit 1","HGNC:9279","8q22.1"
"ORC1","Approved symbol","ORC1","origin recognition complex subunit 1","HGNC:8487","1p32.3"
"GINS2","Approved symbol","GINS2","GINS complex subunit 2","HGNC:24575","16q24.1"
"MTHFSD","Approved symbol","MTHFSD","methenyltetrahydrofolate synthetase domain containing","HGNC:25778","16q24.1"
"EGF","Approved symbol","EGF","epidermal growth factor","HGNC:3229","4q25"
"DPH3","Approved symbol","DPH3","diphthamide biosynthesis 3","HGNC:27717","3p25.1"
"ITGA5","Approved symbol","ITGA5","integrin subunit alpha 5","HGNC:6141","12q13.13"
"C19orf10","Previous symbol","MYDGF","myeloid derived growth factor","HGNC:16948","19p13.3"
"SCN9A","Approved symbol","SCN9A","sodium voltage-gated channel alpha subunit 9","HGNC:10597","2q24.3"
"DKK1","Approved symbol","DKK1","dickkopf WNT signaling pathway inhibitor 1","HGNC:2891","10q21.1"
"CAPN15","Approved symbol","CAPN15","calpain 15","HGNC:11182","16p13.3"
"PDE3B","Approved symbol","PDE3B","phosphodiesterase 3B","HGNC:8779","11p15.2"
"NFATC2IP","Approved symbol","NFATC2IP","nuclear factor of activated T cells 2 interacting protein","HGNC:25906","16p11.2"
"DEPTOR","Approved symbol","DEPTOR","DEP domain containing MTOR interacting protein","HGNC:22953","8q24.12"
"RP11-1105G2.3","Unmatched","","","",""
"NTRK1","Approved symbol","NTRK1","neurotrophic receptor tyrosine kinase 1","HGNC:8031","1q23.1"
"CIDEB","Approved symbol","CIDEB","cell death inducing DFFA like effector b","HGNC:1977","14q12"
"ZNF579","Approved symbol","ZNF579","zinc finger protein 579","HGNC:26646","19q13.42"
"LIAS","Approved symbol","LIAS","lipoic acid synthetase","HGNC:16429","4p14"
"TAF6L","Approved symbol","TAF6L","TATA-box binding protein associated factor 6 like","HGNC:17305","11q12.3"
"PDE3A","Approved symbol","PDE3A","phosphodiesterase 3A","HGNC:8778","12p12.2"
"COA6","Approved symbol","COA6","cytochrome c oxidase assembly factor 6","HGNC:18025","1q42.2"
"CPOX","Approved symbol","CPOX","coproporphyrinogen oxidase","HGNC:2321","3q11.2"
"FADS2","Approved symbol","FADS2","fatty acid desaturase 2","HGNC:3575","11q12.2"
"SMAD6","Approved symbol","SMAD6","SMAD family member 6","HGNC:6772","15q22.31"
"LZIC","Approved symbol","LZIC","leucine zipper and CTNNBIP1 domain containing","HGNC:17497","1p36.22"
"C15orf27","Previous symbol","TMEM266","transmembrane protein 266","HGNC:26763","15q24.2"
"NAPA","Approved symbol","NAPA","NSF attachment protein alpha","HGNC:7641","19q13.33"
"HIRIP3","Approved symbol","HIRIP3","HIRA interacting protein 3","HGNC:4917","16p11.2"
"TTC8","Approved symbol","TTC8","tetratricopeptide repeat domain 8","HGNC:20087","14q31.3"
"DEFB126","Approved symbol","DEFB126","defensin beta 126","HGNC:15900","20p13"
"AKIP1","Approved symbol","AKIP1","A-kinase interacting protein 1","HGNC:1170","11p15.4"
"RALGPS2","Approved symbol","RALGPS2","Ral GEF with PH domain and SH3 binding motif 2","HGNC:30279","1q25.2"
"LAMA2","Approved symbol","LAMA2","laminin subunit alpha 2","HGNC:6482","6q22.33"
"HNRNPDL","Approved symbol","HNRNPDL","heterogeneous nuclear ribonucleoprotein D like","HGNC:5037","4q21.22"
"FAM53C","Approved symbol","FAM53C","family with sequence similarity 53 member C","HGNC:1336","5q31.2"
"CYP26A1","Approved symbol","CYP26A1","cytochrome P450 family 26 subfamily A member 1","HGNC:2603","10q23.33"
"C21orf58","Approved symbol","C21orf58","chromosome 21 open reading frame 58","HGNC:1300","21q22.3"
"AGA","Approved symbol","AGA","aspartylglucosaminidase","HGNC:318","4q34.3"
"SSUH2","Approved symbol","SSUH2","ssu-2 homolog","HGNC:24809","3p25.3"
"CHORDC1","Approved symbol","CHORDC1","cysteine and histidine rich domain containing 1","HGNC:14525","11q14.3"
"MEA1","Approved symbol","MEA1","male-enhanced antigen 1","HGNC:6986","6p21.1"
"KIAA1147","Previous symbol","DENND11","DENN domain containing 11","HGNC:29472","7q34"
"NR1I3","Approved symbol","NR1I3","nuclear receptor subfamily 1 group I member 3","HGNC:7969","1q23.3"
"TDRD3","Approved symbol","TDRD3","tudor domain containing 3","HGNC:20612","13q21.2"
"RPS10","Approved symbol","RPS10","ribosomal protein S10","HGNC:10383","6p21.31"
"HHATL","Approved symbol","HHATL","hedgehog acyltransferase like","HGNC:13242","3p22.1"
"CBX7","Approved symbol","CBX7","chromobox 7","HGNC:1557","22q13.1"
"AP3B1","Approved symbol","AP3B1","adaptor related protein complex 3 subunit beta 1","HGNC:566","5q14.1"
"WDYHV1","Previous symbol","NTAQ1","N-terminal glutamine amidase 1","HGNC:25490","8q24.13"
"HADHA","Approved symbol","HADHA","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha","HGNC:4801","2p23.3"
"AFG3L2","Approved symbol","AFG3L2","AFG3 like matrix AAA peptidase subunit 2","HGNC:315","18p11.21"
"PLIN5","Approved symbol","PLIN5","perilipin 5","HGNC:33196","19p13.3"
"SBK1","Approved symbol","SBK1","SH3 domain binding kinase 1","HGNC:17699","16p12.1"
"UBOX5","Approved symbol","UBOX5","U-box domain containing 5","HGNC:17777","20p13"
"SLC25A25","Approved symbol","SLC25A25","solute carrier family 25 member 25","HGNC:20663","9q34.11"
"SLC31A1","Approved symbol","SLC31A1","solute carrier family 31 member 1","HGNC:11016","9q32"
"RP11-512M8.5","Unmatched","","","",""
"RBM38","Approved symbol","RBM38","RNA binding motif protein 38","HGNC:15818","20q13.31"
"P4HA2","Approved symbol","P4HA2","prolyl 4-hydroxylase subunit alpha 2","HGNC:8547","5q31.1"
"TMBIM6","Approved symbol","TMBIM6","transmembrane BAX inhibitor motif containing 6","HGNC:11723","12q13.12"
"FCN2","Approved symbol","FCN2","ficolin 2","HGNC:3624","9q34.3"
"LAPTM5","Approved symbol","LAPTM5","lysosomal protein transmembrane 5","HGNC:29612","1p35.2"
"BMP2K","Approved symbol","BMP2K","BMP2 inducible kinase","HGNC:18041","4q21.21"
"RPP40","Approved symbol","RPP40","ribonuclease P/MRP subunit p40","HGNC:20992","6p25.1"
"MARCKS","Approved symbol","MARCKS","myristoylated alanine rich protein kinase C substrate","HGNC:6759","6q21"
"NADK2","Approved symbol","NADK2","NAD kinase 2, mitochondrial","HGNC:26404","5p13.2"
"SERPINB5","Approved symbol","SERPINB5","serpin family B member 5","HGNC:8949","18q21.33"
"RPS26","Approved symbol","RPS26","ribosomal protein S26","HGNC:10414","12q13.2"
"AATK","Approved symbol","AATK","apoptosis associated tyrosine kinase","HGNC:21","17q25.3"
"HIP1","Approved symbol","HIP1","huntingtin interacting protein 1","HGNC:4913","7q11.23"
"SMPD2","Approved symbol","SMPD2","sphingomyelin phosphodiesterase 2","HGNC:11121","6q21"
"APOE","Approved symbol","APOE","apolipoprotein E","HGNC:613","19q13.32"
"ULBP1","Approved symbol","ULBP1","UL16 binding protein 1","HGNC:14893","6q25.1"
"BTBD18","Approved symbol","BTBD18","BTB domain containing 18","HGNC:37214","11q12.1"
"PLCD4","Approved symbol","PLCD4","phospholipase C delta 4","HGNC:9062","2q35"
"IGFBP4","Approved symbol","IGFBP4","insulin like growth factor binding protein 4","HGNC:5473","17q21.2"
"SDC3","Approved symbol","SDC3","syndecan 3","HGNC:10660","1p35.2"
"PLXNA1","Approved symbol","PLXNA1","plexin A1","HGNC:9099","3q21.3"
"KLK7","Approved symbol","KLK7","kallikrein related peptidase 7","HGNC:6368","19q13.41"
"TPRG1L","Approved symbol","TPRG1L","tumor protein p63 regulated 1 like","HGNC:27007","1p36.32"
"TRIM72","Approved symbol","TRIM72","tripartite motif containing 72","HGNC:32671","16p11.2"
"ADSSL1","Previous symbol","ADSS1","adenylosuccinate synthase 1","HGNC:20093","14q32.33"
"PICK1","Approved symbol","PICK1","protein interacting with PRKCA 1","HGNC:9394","22q13.1"
"PVRL3","Previous symbol","NECTIN3","nectin cell adhesion molecule 3","HGNC:17664","3q13.13"
"SLC39A13","Approved symbol","SLC39A13","solute carrier family 39 member 13","HGNC:20859","11p11.2"
"C7orf60","Previous symbol","BMT2","base methyltransferase of 25S rRNA 2 homolog","HGNC:26475","7q31.1"
"MST1","Approved symbol","MST1","macrophage stimulating 1","HGNC:7380","3p21.31"
"POLG","Approved symbol","POLG","DNA polymerase gamma, catalytic subunit","HGNC:9179","15q26.1"
"GPD1","Approved symbol","GPD1","glycerol-3-phosphate dehydrogenase 1","HGNC:4455","12q13.12"
"DPH7","Approved symbol","DPH7","diphthamide biosynthesis 7","HGNC:25199","9q34.3"
"MKKS","Approved symbol","MKKS","MKKS centrosomal shuttling protein","HGNC:7108","20p12.2"
"RP11-796G6.2","Unmatched","","","",""
"LMAN2","Approved symbol","LMAN2","lectin, mannose binding 2","HGNC:16986","5q35.3"
"CRABP2","Approved symbol","CRABP2","cellular retinoic acid binding protein 2","HGNC:2339","1q23.1"
"UBE2V1","Approved symbol","UBE2V1","ubiquitin conjugating enzyme E2 V1","HGNC:12494","20q13.13"
"CLIC5","Approved symbol","CLIC5","chloride intracellular channel 5","HGNC:13517","6p21.1"
"UBAC2","Approved symbol","UBAC2","UBA domain containing 2","HGNC:20486","13q32.3"
"ZFAND2B","Approved symbol","ZFAND2B","zinc finger AN1-type containing 2B","HGNC:25206","2q35"
"CCDC86","Approved symbol","CCDC86","coiled-coil domain containing 86","HGNC:28359","11q12.2"
"HP","Approved symbol","HP","haptoglobin","HGNC:5141","16q22.2"
"MKNK2","Approved symbol","MKNK2","MAPK interacting serine/threonine kinase 2","HGNC:7111","19p13.3"
"ALDH2","Approved symbol","ALDH2","aldehyde dehydrogenase 2 family member","HGNC:404","12q24.12"
"C9orf96","Previous symbol","STKLD1","serine/threonine kinase like domain containing 1","HGNC:28669","9q34.2"
"MAG","Approved symbol","MAG","myelin associated glycoprotein","HGNC:6783","19q13.1"
"SLC35B1","Approved symbol","SLC35B1","solute carrier family 35 member B1","HGNC:20798","17q21.33"
"KIF9","Approved symbol","KIF9","kinesin family member 9","HGNC:16666","3p21.31"
"SLC4A3","Approved symbol","SLC4A3","solute carrier family 4 member 3","HGNC:11029","2q35"
"CACNB3","Approved symbol","CACNB3","calcium voltage-gated channel auxiliary subunit beta 3","HGNC:1403","12q13.12"
"HMOX1","Approved symbol","HMOX1","heme oxygenase 1","HGNC:5013","22q12.3"
"ZNF469","Approved symbol","ZNF469","zinc finger protein 469","HGNC:23216","16q24.2"
"RNF141","Approved symbol","RNF141","ring finger protein 141","HGNC:21159","11p15.3"
"RIN2","Approved symbol","RIN2","Ras and Rab interactor 2","HGNC:18750","20p11.23"
"ELOVL2","Approved symbol","ELOVL2","ELOVL fatty acid elongase 2","HGNC:14416","6p24.2"
"RAP1GAP2","Approved symbol","RAP1GAP2","RAP1 GTPase activating protein 2","HGNC:29176","17p13.3"
"CDH16","Approved symbol","CDH16","cadherin 16","HGNC:1755","16q22.1"
"ADA","Approved symbol","ADA","adenosine deaminase","HGNC:186","20q13.12"
