HGNC_Approved_Symbol	HGNC_ID	pLI	LOEUF_gnomAD_v2.1.1	pHaplo	HIscore	Enhancer_Gnocchi	Mean_AlphaMissense_pathogenicity	Genovo_LOEUF_corrected	Curated_by_ClinGenSVI_group	Curated_from_G2P
NDUFA6	HGNC:7690	0.00013244	1.714	0.490283548277235	NA	2.011255601	0.487167154	2.550621147	False	True
DLX2	HGNC:2915	0.97847	0.254	0.76842260274851	0.0	2.932565655	0.435967075	0.167370792	False	False
NUBPL	HGNC:20278	1.0705e-05	0.929	0.119306535217028	NA	3.466486359	0.415377286	1.043746467	True	True
OPLAH	HGNC:8149	NA	NA	0.262213744583651	NA	NA	NA	NA	True	False
AIRE	HGNC:360	4.0468e-12	1.115	0.324127421421405	NA	1.477602389	0.302168329	1.298874575	True	True
RB1	HGNC:9884	1.0	0.126	0.970461570070534	3.0	1.6768510630000002	0.406621864	0.038382889	True	True
DNAJC13	HGNC:30343	1.0	0.197	0.983733926067024	NA	0.9605768503	0.536774429	0.141665807	False	False
TNFSF13B	HGNC:11929	0.98193	0.244	0.756853630178423	NA	2.684961802	0.407238524	0.067133279	False	False
YTHDC2	HGNC:24721	1.0	0.131	0.876557302909622	NA	-0.5844522174	0.484942897	0.110858204	False	False
SERPING1	HGNC:1228	0.96351	0.322	0.866055180604012	NA	2.860237802	0.277583542	0.127604367	True	False
COPS3	HGNC:2239	0.99949	0.181	0.955496005738626	NA	3.1127690610000003	0.603615526	0.033236191	False	False
NPTN	HGNC:17867	0.99304	0.247	0.966982407995253	NA	1.904099718	0.58890987	0.093236015	False	False
ODF1	HGNC:8113	0.9721	0.271	0.579008843846497	NA	1.568435641	0.586085871	1.162441141	False	False
ROBO4	HGNC:17985	2.942e-15	0.909	0.665367003123161	NA	6.811975556	0.28693078	1.062533089	False	True
FRRS1L	HGNC:1362	0.0014611	1.088	0.346118192862173	NA	NA	0.573864214	0.563492004	True	True
RPL18A	HGNC:10311	0.98228	0.243	0.580030294168754	NA	NA	0.809995088	0.0	False	False
EDA	HGNC:3157	0.97391	0.266	NA	3.0	NA	0.482732973	NA	True	True
NEDD4L	HGNC:7728	1.0	0.198	0.986768870043267	NA	3.324335145	0.60163993	0.117464395	False	False
ZMYND11	HGNC:16966	NA	NA	0.995677776040881	3.0	1.651370197	0.638147888	0.069589886	True	True
TBX18	HGNC:11595	0.99905	0.193	0.881407136782093	NA	1.655594847	0.479177109	0.133847279	False	True
KAT6A	HGNC:13013	NA	NA	0.994757683518274	3.0	4.188720515	0.473988894	0.030081167	True	True
NPR2	HGNC:7944	4.2042e-05	0.495	0.40655238349342	NA	3.254576146	0.578200746	0.342631109	False	True
PURA	HGNC:9701	0.94029	0.335	0.931753305414961	3.0	6.390736549	0.660256718	NA	False	True
NOVA1	HGNC:7886	0.99621	0.182	0.919397717215525	NA	3.673861643	0.609770977	0.265682095	False	False
ELAVL2	HGNC:3313	0.99514	0.189	0.973842020730857	1.0	0.7939042082	0.628083305	0.049796688	False	False
ZBTB21	HGNC:13083	0.99778	0.249	0.820275008295643	NA	3.719927092	0.393510594	0.444718459	False	False
HNRNPH3	HGNC:5043	0.99221	0.27	0.862231737997176	NA	-0.1170785641	0.647248075	0.07832031	False	False
SLCO2A1	HGNC:10955	2.2804e-13	1.053	0.724736366473021	NA	3.141703954	0.430013822	0.847354925	True	False
BCR	HGNC:1014	0.98761	0.296	0.67795878156773	0.0	2.029112913	0.484467741	0.315691058	False	False
CDK13	HGNC:1733	0.90753	0.324	0.963452608906931	2.0	0.8839247845999999	0.443201159	0.168576775	True	False
PRPF39	HGNC:20314	0.99875	0.238	0.861743624678215	NA	1.488238713	0.472458933	0.123996068	False	False
CRYBB1	HGNC:2397	NA	NA	0.284458295402192	NA	3.918912799	NA	NA	False	True
PPP1R8	HGNC:9296	0.98791	0.224	0.872285830649157	NA	2.95727238	0.616652536	0.06637155	False	False
SPR	HGNC:11257	0.0434	1.138	0.370782643402628	NA	3.490447703	0.435954421	1.482615996	False	True
FANCI	HGNC:25568	8.9116e-37	1.024	0.597767037647335	30.0	5.450382005	0.310969061	1.076067213	True	True
PRMT8	HGNC:5188	0.98023	0.303	0.984524586860493	NA	4.93028169	0.608028016	0.270883191	False	False
TCFL5	HGNC:11646	0.99128	0.255	0.912357540705786	NA	6.110843989	0.389137563	0.090082754	False	False
SPAST	HGNC:11233	0.99939	0.224	0.975249758557254	3.0	-1.814000463	NA	0.102308859	True	True
MTSS2	HGNC:25094	0.97998	0.309	0.803743212752111	NA	NA	0.568864875	0.226397275	False	False
GEMIN5	HGNC:20043	1.244e-21	0.748	0.611809338041503	NA	1.616970699	0.392587632	0.836051276	False	True
GNB5	HGNC:4401	6.3614e-08	0.974	0.249399883248357	NA	1.564358139	0.673518485	0.918701053	False	True
TRIM27	HGNC:9975	0.99685	0.244	0.93175076374049	NA	3.97625398	0.456910988	0.139742764	False	False
AGO2	HGNC:3263	1.0	0.106	0.994464643158288	NA	5.0263797	0.722312629	0.034032349	False	False
SHOC2	HGNC:15454	0.99946	0.138	0.947018214407944	0.0	3.131264035	0.60478933	0.031073635	False	False
PDLIM4	HGNC:16501	0.98283	0.242	0.695779933825975	NA	3.210812558	0.415026736	0.275622669	False	False
ARRDC3	HGNC:29263	0.98715	0.286	0.975622126841337	NA	2.071448971	0.50549861	0.16150728	False	False
CAMK2B	HGNC:1461	0.73914	0.364	0.754974251451032	1.0	4.157883187	0.648314745	0.325779089	False	True
MAGI2	HGNC:18957	0.99943	0.257	0.97585303703147	NA	1.860292666	0.49190642	0.187499417	False	False
VPS53	HGNC:25608	1.3999e-07	0.611	0.69477655544249	30.0	2.788771895	0.553849175	0.561285051	False	True
FBXW7	HGNC:16712	0.99949	0.232	0.9820793509052	NA	2.597726251	0.610919424	0.138692726	False	False
MTRFR	HGNC:26784	0.20896	0.907	0.3758700714821	NA	4.70845727	0.330659488	1.481417479	False	True
CSF1	HGNC:2432	0.99634	0.226	0.611269386241371	NA	2.409169974	0.249683636	0.03532781	False	False
SCN1B	HGNC:10586	NA	NA	0.365387639986849	0.0	3.019382654	NA	0.578186514	True	True
ARID5B	HGNC:17362	1.0	0.11	0.995354721587368	NA	2.19394886	0.401081809	0.045784689	False	False
CDH2	HGNC:1759	0.99171	0.29	0.960370802903988	NA	1.602140525	0.508794847	0.202615418	False	False
DLL4	HGNC:2910	0.99982	0.188	0.989282055906608	NA	2.583092314	0.400480107	0.144864534	False	True
COLEC10	HGNC:2220	0.0026167	0.965	0.266854727638676	NA	2.568021677	0.356288034	0.980005208	False	True
PDE6A	HGNC:8785	6.5775e-25	1.12	0.0933331095710549	NA	2.139962317	0.553672181	1.148605475	True	True
SRPK2	HGNC:11306	0.99697	0.269	0.898284342543416	NA	2.108523923	0.575200035	0.098934677	False	False
HIPK2	HGNC:14402	1.0	0.156	0.984445940003732	NA	4.205949537	0.446449221	NA	False	False
CYP11B2	HGNC:2592	7.1321e-19	1.572	0.403485538142377	NA	NA	0.32492209	1.269800086	True	False
SLC25A42	HGNC:28380	0.48948	0.529	0.434290779178445	NA	4.098764658	0.539330564	0.734724397	False	True
BLOC1S6	HGNC:8549	8.0385e-09	1.688	0.176249574081003	NA	2.015812185	0.434366066	1.666447949	False	True
DUOXA2	HGNC:32698	1.2666e-15	1.924	0.310948956016316	NA	1.868988718	0.295876978	2.537377542	True	False
PALB2	HGNC:26144	3.0379000000000004e-19	1.006	0.702371113560008	NA	1.166976295	0.218193344	1.218758767	True	True
MYT1L	HGNC:7623	NA	NA	0.99687367562647	3.0	3.213783386	0.560185083	NA	True	True
TP53	HGNC:11998	0.53235	0.469	0.850413172276717	3.0	4.316903435	0.435892278	0.256578285	True	True
MYO18A	HGNC:31104	0.98723	0.287	0.933264356428991	NA	2.50386859	0.43151441	0.232557981	False	False
ZNF710	HGNC:25352	0.99003	0.278	0.959873539305775	NA	5.642815576	0.5280832	0.23356638	False	False
MEGF8	HGNC:3233	NA	NA	0.806876676583922	NA	2.41978702	0.507071836	0.361897214	False	True
POLR1A	HGNC:17264	0.9998	0.256	0.974935754473453	NA	NA	0.434903108	0.20905212	False	True
LZTFL1	HGNC:6741	0.059115	0.575	0.20815846912801	NA	4.200503314	0.372153667	0.483464444	False	True
FRMD5	HGNC:28214	0.99724	0.254	0.885121449263719	NA	1.844900126	0.558882926	0.189836176	False	False
RIPK4	HGNC:496	0.0039646	0.594	0.917328867073554	30.0	3.507911345	0.478903488	0.568655027	False	True
ZNF711	HGNC:13128	NA	NA	NA	NA	NA	0.579770832	NA	False	True
IP6K2	HGNC:17313	0.973	0.316	0.688320343680139	NA	NA	0.493690319	0.269910687	False	False
MPI	HGNC:7216	1.1715e-07	1.169	0.408561991044254	NA	NA	0.400555113	1.336595779	True	True
PTPN11	HGNC:9644	0.99998	0.135	0.970760879783633	3.0	1.761458073	0.698830336	0.04585732	True	False
WDR45B	HGNC:25072	0.15624	0.551	0.403106665137124	NA	3.597857761	0.647401154	0.43584985	False	True
WWOX	HGNC:12799	1.2376e-15	1.532	0.610744543636838	30.0	-0.6794054444	0.4871855	1.583884295	True	True
SPIN1	HGNC:11243	0.97049	0.274	0.81442641534438	NA	2.669026564	0.703372427	0.0	False	False
DSPP	HGNC:3054	NA	NA	0.0971132553248892	0.0	2.024753058	NA	NA	True	True
AGPAT2	HGNC:325	1.236e-07	1.539	0.371574228481963	30.0	4.382771097	0.473927513	2.176780034	True	True
SLC32A1	HGNC:11018	0.96675	0.317	0.77953442684331	NA	4.672088221	0.581193659	0.182100655	False	False
MN1	HGNC:7180	0.99999	0.087	0.990052159233783	NA	3.2322181160000003	0.43185573	0.060557801	False	True
ANKRD12	HGNC:29135	1.0	0.197	0.972481183670256	NA	3.048654362	0.362500161	0.286427808	False	False
JAKMIP1	HGNC:26460	0.99986	0.229	0.962538034863994	NA	6.399349139	0.447278655	0.139529351	False	False
UBA2	HGNC:30661	0.99851	0.241	0.947859362742698	NA	0.8609765997	0.553303416	0.10099484	True	False
XAB2	HGNC:14089	0.97281	0.309	0.780693288016585	NA	3.153371522	0.570102773	0.37395626	False	False
BOD1L1	HGNC:31792	0.99985	0.254	0.986152166433438	NA	1.133531565	0.264880776	0.203113001	False	False
BLM	HGNC:1058	1.5376e-15	0.751	0.640085813435517	30.0	2.608642675	0.319973724	0.930243203	True	True
RELN	HGNC:9957	1.0	0.176	0.988377325039267	30.0	5.071586495	NA	0.13136249	True	True
PCGF3	HGNC:10066	0.95326	0.338	0.874578751061676	NA	NA	0.68770695	0.26323467	False	False
DARS2	HGNC:25538	NA	NA	0.572706851028324	30.0	1.247108731	NA	NA	True	True
SNORD118	HGNC:32952	NA	NA	NA	NA	NA	NA	NA	False	True
NUP98	HGNC:8068	1.0	0.122	0.991735136120483	NA	3.115105232	0.412102793	0.083447367	False	False
ING3	HGNC:14587	0.99933	0.211	0.972044267733003	NA	2.622175848	0.523659978	0.059707274	False	False
NAXE	HGNC:18453	2.4443e-06	1.315	0.0998976501643235	NA	NA	0.531972793	1.32601298	False	True
TRIP12	HGNC:12306	NA	NA	0.999254068400997	3.0	2.319672966	0.594288317	NA	True	True
COL6A3	HGNC:2213	1.8131000000000002e-20	0.562	0.939976905581768	NA	5.518144147999999	0.347637869	0.497909979	True	True
ALG2	HGNC:23159	8.0497e-05	1.175	0.423491991950063	30.0	NA	0.427778131	1.750833169	False	True
PIDD1	HGNC:16491	6.435e-17	1.1	0.469975613534673	NA	NA	0.326923934	1.169188425	False	True
KCNQ5	HGNC:6299	NA	NA	0.836678977422549	NA	2.211588523	NA	0.202875398	False	True
RPL35A	HGNC:10345	NA	NA	0.992279817573084	NA	NA	NA	NA	True	False
KRIT1	HGNC:1573	NA	NA	0.60514741874346	NA	0.9608970747	0.512299194	0.425442826	True	True
MMP2	HGNC:7166	0.83878	0.365	0.961884084296591	NA	2.723948489	0.522488249	0.372408921	False	True
SF3A1	HGNC:10765	0.98752	0.298	0.948530052467335	NA	4.337205572	0.588292416	0.202815414	False	False
FBXL17	HGNC:13615	0.99901	0.149	0.86766641073934	NA	-1.851295319	0.494945105	0.034025752	False	False
CBX4	HGNC:1554	0.98196	0.285	0.936883801962469	NA	8.357347851	0.417954352	0.131418787	False	False
AP4B1	HGNC:572	1.335e-09	0.827	0.226811728320277	30.0	1.7895254319999998	0.411094617	0.942905464	False	True
SQLE	HGNC:11279	0.97594	0.314	0.95107633717384	NA	3.4929687730000003	0.320514272	0.216430715	False	False
SYMPK	HGNC:22935	1.0	0.179	0.93411190313542	NA	NA	0.576326846	0.196164506	False	False
GLDN	HGNC:29514	2.5809e-13	1.273	0.341287900809895	NA	2.191406442	0.35434797	1.221202178	True	True
UNC13A	HGNC:23150	1.0	0.158	0.757949629147644	NA	1.213509207	0.645191468	0.103340961	False	False
HS6ST3	HGNC:19134	0.99001	0.216	0.905192267247975	NA	3.657918524	0.554318129	0.436045632	False	False
SDHB	HGNC:10681	0.00024397	0.825	0.689070757283746	3.0	1.834250428	0.565062178	0.771978979	True	True
SPINK1	HGNC:11244	0.31476	1.133	0.516887406112408	3.0	2.743378997	0.363418543	0.82294429	False	False
HAS2	HGNC:4819	0.99013	0.277	0.977165191041445	NA	2.925644939	0.556405173	0.119936286	False	False
DNAJC6	HGNC:15469	0.99986	0.222	0.812143288680884	30.0	3.1424303730000003	0.471465424	0.196361389	False	False
MRTO4	HGNC:18477	0.98629	0.23	0.77642779674966	NA	2.575462639	0.577172435	0.068675274	False	False
POC1A	HGNC:24488	3.2977e-06	0.931	0.126910619314728	NA	3.159055774	0.505369235	0.830177108	True	True
PAX5	HGNC:8619	0.99798	0.165	0.973216123110107	1.0	1.964919272	0.558062802	0.140454432	False	False
BRSK1	HGNC:18994	0.99982	0.205	0.723113196749266	NA	4.982683259	0.590855428	0.172330757	False	False
FBXL5	HGNC:13602	0.99854	0.241	0.956235208284581	NA	2.1084510130000003	0.415816387	0.145987343	False	False
MARK2	HGNC:3332	0.99999	0.156	0.904698617760097	NA	2.053522857	0.566796007	0.057868305	False	False
RUNX1T1	HGNC:1535	0.97768	0.312	0.989819099373755	NA	2.380372751	0.549041233	0.195303281	False	False
MMAB	HGNC:19331	0.0041291	0.882	0.503597808848153	30.0	2.682012493	0.349158836	1.04320488	False	True
SFRP1	HGNC:10776	0.96457	0.288	0.934572838384643	NA	2.860031699	0.518026473	0.241973247	False	False
AARS1	HGNC:20	1.8242e-08	0.617	0.606089593372142	0.0	-0.0288998151899999	0.510810831	0.582302664	True	True
SMARCC2	HGNC:11105	NA	NA	0.95629240782764	NA	-1.960388098	0.588652957	0.08250282	True	True
ITGA3	HGNC:6139	NA	NA	0.654028779549069	30.0	3.653967283	0.409756452	0.444271375	False	True
STXBP5	HGNC:19665	0.99956	0.256	0.981357617747011	NA	2.123697245	0.542664122	0.166867358	False	False
CDC23	HGNC:1724	0.99175	0.289	0.872844710299518	NA	0.09740113525	0.57011704	0.211506487	False	False
SHB	HGNC:10838	0.96874	0.322	0.947329033642919	NA	1.919535462	0.480320151	0.14432012	False	False
SCHIP1	HGNC:15678	0.98715	0.227	0.848008626727726	NA	4.089460293	NA	0.080231918	False	False
CEP290	HGNC:29021	1.0549e-60	0.985	0.631850392050565	30.0	NA	0.262445043	1.077714026	True	True
TRIP4	HGNC:12310	5.9901e-07	0.668	0.274133191896413	30.0	-0.1884563423999999	0.363358536	0.710077609	False	True
DCLRE1C	HGNC:17642	2.4874e-07	0.711	0.345414833705785	30.0	0.31208858	0.375289734	0.866736862	True	True
DDX41	HGNC:18674	NA	NA	0.38830003572632	3.0	3.591297079	0.622524168	1.068032596	True	True
GAN	HGNC:4137	NA	NA	0.493830943491242	30.0	NA	NA	NA	True	True
DCDC2	HGNC:18141	5.6611e-10	1.156	0.602163154024219	NA	3.505150995	0.339625646	1.249241702	True	True
GNB1	HGNC:4396	0.9992	0.145	0.901120778283764	1.0	-2.010406982	0.761008346	0.039770801	True	False
ODAD2	HGNC:25583	1.9031000000000002e-25	1.153	0.269890860792499	NA	2.824075901	NA	1.123871779	True	True
MFF	HGNC:24858	NA	NA	0.903145362333704	NA	2.406024399	0.380696536	0.488212928	False	True
CDK10	HGNC:1770	1.193e-16	1.453	0.13336314952581	NA	0.3464357999	0.537992921	1.741242489	True	False
PHGDH	HGNC:8923	NA	NA	0.366337360867311	NA	2.070375342	NA	NA	False	True
B9D1	HGNC:24123	0.0028034	0.952	0.191332860100704	30.0	3.450595608	0.554408479	1.095287204	False	True
KMT2A	HGNC:7132	1.0	0.065	0.999547766503865	3.0	3.541986662	0.440440093	0.03026267	True	True
LIFR	HGNC:6597	NA	NA	0.778895258076868	NA	3.146438549	0.301164273	0.691214378	False	True
TMEM132D	HGNC:29411	0.99907	0.232	0.970468686441885	NA	4.064287982	0.299290377	0.252154074	False	False
NAA30	HGNC:19844	0.98682	0.228	0.877426936993739	NA	0.1488759352	0.47264128	0.115613893	False	False
ARFGEF2	HGNC:15853	0.99993	0.249	0.987657874889467	30.0	2.705721845	0.544315457	0.179084535	True	True
ADAM23	HGNC:202	0.99709	0.275	0.851435389108151	NA	1.666813885	0.446480003	0.177580104	False	False
SLX4	HGNC:23845	1.5676e-22	0.872	0.260627380017709	NA	2.8381077460000004	0.233520124	0.94715092	True	True
MYCN	HGNC:7559	0.88897	0.412	0.981705238495557	3.0	2.515609235	0.503021124	0.054596485	False	True
UQCRB	HGNC:12582	NA	NA	0.492361550725342	NA	2.052498416	0.499462041	0.897013926	False	True
KIAA0586	HGNC:19960	NA	NA	0.297282794661725	NA	1.342003266	NA	NA	True	True
KCNH3	HGNC:6252	0.99919	0.247	0.740514795851281	NA	3.719093344	0.475585116	0.249203929	False	False
PRKG1	HGNC:9414	0.99938	0.235	0.955585661761407	NA	1.861341834	0.644935906	0.125893258	False	False
COG1	HGNC:6545	4.9379e-08	0.649	0.784297177699347	30.0	2.61495728	0.307540198	0.674335722	False	True
TBX20	HGNC:11598	0.97302	0.315	0.854458982677367	2.0	2.863868736	0.560965707	0.175070754	False	True
SLC6A1	HGNC:11042	0.99993	0.15	0.966125120572958	3.0	3.909652253	NA	0.025476024	True	True
LHX4	HGNC:21734	0.017521	0.686	0.843812811058413	1.0	1.194824408	0.534274123	0.589182533	False	True
WT1	HGNC:12796	NA	NA	0.984218832357795	3.0	3.354122229	NA	0.353275422	True	True
TRIM8	HGNC:15579	NA	NA	0.726725346536887	NA	3.548783734	NA	NA	False	True
TSHZ2	HGNC:13010	0.9814	0.307	0.980425402035309	NA	3.322897234	0.418926155	0.114584307	False	False
FREM2	HGNC:25396	3.5958e-11	0.475	0.341721639222999	NA	2.656188517	0.352060196	0.438293278	False	True
ARL2BP	HGNC:17146	3.3482e-05	1.351	0.0854308702455346	NA	3.630451059	0.465770888	1.209367983	False	True
PRSS12	HGNC:9477	8.382000000000001e-29	1.24	0.614311535503385	NA	1.5257126019999998	0.395809918	1.484803899	False	True
MYBPC3	HGNC:7551	8.0087e-11	0.588	0.527088509357151	3.0	2.633968742	NA	0.685146003	True	False
GPR179	HGNC:31371	NA	NA	0.230443721171213	30.0	0.8686604549	NA	NA	False	True
PEX2	HGNC:9717	NA	NA	0.163640138388499	NA	-0.7122013841	0.295827288	1.460549018	False	True
PLAGL2	HGNC:9047	0.98253	0.243	0.894921087443003	NA	1.773201527	0.443804307	0.164834583	False	False
RIN2	HGNC:18750	0.00081408	0.549	0.652631002672612	30.0	3.23081784	NA	0.444035191	False	True
NBN	HGNC:7652	2.1838e-16	1.01	0.357499259996593	3.0	1.5687460169999998	0.26299383	1.213098937	True	True
MFSD8	HGNC:28486	NA	NA	0.280367425794547	30.0	-1.589448968	NA	NA	True	True
CSK	HGNC:2444	0.99977	0.168	0.695311403855436	NA	5.661297243	0.618364916	0.031420581	False	False
CTSK	HGNC:2536	3.0989e-05	0.94	0.123087692755033	NA	2.117011483	0.469130282	0.881536578	False	True
WNT7B	HGNC:12787	0.00074076	0.82	0.929413468212245	NA	9.170422012	0.580887333	0.594939477	False	True
MORC3	HGNC:23572	0.99985	0.223	0.994825431278805	NA	2.229900012	0.427055653	0.240781071	False	False
SLC8A2	HGNC:11069	0.99633	0.26	0.84232998467824	NA	4.032418125	0.596258546	0.159615224	False	False
C6	HGNC:1339	NA	NA	0.424295369400315	NA	0.9559209266	0.301733596	0.977580668	True	False
EIF5B	HGNC:30793	0.99981	0.245	0.94442158081585	NA	-2.100073676	0.526987382	0.284283172	False	False
MBTD1	HGNC:19866	1.0	0.077	0.992810714313659	NA	0.04572503795	0.560450065	0.024668034	False	False
TAFAZZIN	HGNC:11577	NA	NA	NA	NA	NA	NA	NA	False	True
LATS2	HGNC:6515	0.98807	0.297	0.875358283657823	NA	2.704110702	0.458088002	0.257200119	False	False
ETF1	HGNC:3477	0.996	0.251	0.949310561471333	NA	2.36700332	0.754755515	0.064386587	False	False
RAC2	HGNC:9802	0.96627	0.284	0.704200462371791	NA	4.059595291	0.738408983	0.101021625	False	False
ZNF219	HGNC:13011	0.99977	0.124	0.963825359543051	NA	NA	0.432458159	0.107574932	False	False
WNT10B	HGNC:12775	0.0003616	0.916	0.374688419749891	NA	2.772594215	0.487262015	0.981790165	False	True
F7	HGNC:3544	NA	NA	0.963593146144434	30.0	4.840740818	0.379542532	0.758540247	True	False
NKD1	HGNC:17045	0.99344	0.265	0.923158876524964	NA	4.2478623330000005	0.344219812	0.09610627	False	False
EOGT	HGNC:28526	NA	NA	0.434872871892235	NA	0.916609885	0.40874832	0.898015128	False	True
SLC6A9	HGNC:11056	NA	NA	0.491911229750608	NA	4.285991875	0.540518426	0.552978552	False	True
MUTYH	HGNC:7527	NA	NA	0.281364331875368	30.0	4.233987493	NA	1.276998027	True	True
UROS	HGNC:12592	0.031627	0.726	0.916391811741419	30.0	NA	0.37094987	0.799989592	False	True
FRAS1	HGNC:19185	NA	NA	0.106252909313048	NA	1.93520238	NA	0.532716539	True	True
EIF2AK4	HGNC:19687	1.2356e-15	0.572	0.59283014716181	NA	2.426207508	0.373725243	0.737476199	True	False
OBSL1	HGNC:29092	9.9902e-26	0.878	0.603193757677472	30.0	4.579358044	0.359681272	1.257447622	False	True
MTCL2	HGNC:16111	1.0	0.194	0.797579217620843	NA	3.077239963	NA	0.273436077	False	False
GDF1	HGNC:4214	0.41237	0.917	0.15594324541711	NA	2.1229964580000003	NA	1.376659886	False	True
PRKDC	HGNC:9413	1.0	0.052	0.957704051790084	NA	1.131597846	0.334921953	0.041661822	True	False
CTSD	HGNC:2529	0.00091747	0.795	0.537281120687267	NA	6.282949815	0.520836149	0.729063696	False	True
GPATCH8	HGNC:29066	1.0	0.17	0.921411134105425	NA	1.4006529580000002	0.398396624	0.137071472	False	False
TNRC6A	HGNC:11969	1.0	0.159	0.996984210662666	NA	1.625010234	0.333240264	0.142405411	False	False
HSF5	HGNC:26862	0.98254	0.298	0.759540311266959	NA	4.864201317	0.346051053	0.074635953	False	False
DPM3	HGNC:3007	NA	NA	0.069753186171129	30.0	1.447414722	0.350065394	1.091157105	False	True
PRCC	HGNC:9343	0.96281	0.33	0.677331846139978	NA	3.965602217	0.40187732	0.21171107	False	False
COPB2	HGNC:2232	1.0	0.089	0.978980294061178	NA	2.881761565	0.616862411	0.04385848	False	True
MAGEL2	HGNC:6814	NA	NA	0.369559817310039	1.0	1.823382317	NA	NA	False	True
SLC9A6	HGNC:11079	NA	NA	NA	3.0	NA	0.540483831	NA	True	True
CHST14	HGNC:24464	0.44727	0.64	0.158063552326783	NA	2.910195927	0.48668801	NA	False	True
RDH10	HGNC:19975	0.98594	0.231	0.961497177221357	NA	1.7068360480000002	0.586124468	0.150047771	False	False
EFNA5	HGNC:3225	0.96051	0.296	0.977520409719733	NA	1.729260915	0.557289245	0.092909396	False	False
CFLAR	HGNC:1876	0.99967	0.173	0.855127786394531	NA	4.832299122	0.310600935	0.058566109	False	False
KMT5B	HGNC:24283	1.0	0.078	0.938757229038556	3.0	NA	NA	0.053609536	False	True
GALC	HGNC:4115	5.2142e-15	0.937	0.299087455935965	30.0	2.299093028	0.379153324	1.06397882	True	True
PIGO	HGNC:23215	6.1434e-11	0.812	0.263886905417685	30.0	2.6388862090000003	0.323627372	0.94260871	False	True
CDK19	HGNC:19338	0.99982	0.163	0.827479229985358	NA	3.250591784	0.619236091	0.11726952	False	False
AP4S1	HGNC:575	NA	NA	0.161838604589381	30.0	2.821412827	NA	1.855614609	True	True
TLN1	HGNC:11845	1.0	0.128	0.983927026889864	NA	4.542619081000001	0.556726545	0.076872712	False	False
PAX3	HGNC:8617	NA	NA	0.974107583690437	3.0	2.973854249	0.565362483	0.170896809	True	True
AIP	HGNC:358	0.36163	0.518	0.126350118873461	NA	3.674168243	0.482850181	0.20854071	False	True
UBE2E2	HGNC:12478	0.96378	0.29	0.945213971339592	NA	2.882369564	0.744455828	0.082786065	False	False
ANKRD50	HGNC:29223	0.9792	0.305	0.971046109222282	NA	2.659658161	0.491108078	0.27067077	False	False
RTN4R	HGNC:18601	0.95882	0.3	0.633421471370121	NA	4.775007364	0.382850272	0.174680595	False	False
GRAMD4	HGNC:29113	0.99998	0.162	0.960320379485995	NA	4.099978227	0.522893685	0.070026525	False	False
FXR2	HGNC:4024	0.99996	0.185	0.935234116048428	NA	3.257438054	0.549393537	0.061140764	False	False
HSPE1-MOB4	HGNC:49184	0.9709	0.309	0.742661463028744	NA	NA	NA	0.118856192	False	False
TUBGCP6	HGNC:18127	2.5559e-31	0.925	0.66260085884543	30.0	0.8380773793	0.367906768	1.320606449	False	True
SCARF2	HGNC:19869	NA	NA	0.948969907126288	30.0	2.702456932	NA	NA	False	True
IVNS1ABP	HGNC:16951	0.99442	0.281	0.954218130186075	NA	2.093606707	0.497663118	0.216853242	False	False
GZF1	HGNC:15808	0.0017798	0.646	0.524890641293474	NA	1.790038614	0.478187052	0.797897682	False	True
CCDC78	HGNC:14153	NA	NA	0.123904732556045	NA	NA	0.227761523	1.777176059	False	True
GAB2	HGNC:14458	0.98325	0.304	0.726679332198009	NA	3.261186416	0.415699656	0.320596421	False	False
PDGFRA	HGNC:8803	1.0	0.169	0.901857228845872	NA	2.12365559	0.457836944	0.135010859	False	False
MEFV	HGNC:6998	1.0177e-14	1.129	0.224315383385988	0.0	-1.015517396	0.256851872	1.368885321	False	True
ASAH1	HGNC:735	NA	NA	0.479447289597616	30.0	-0.4821849393	NA	NA	False	True
GALNT3	HGNC:4125	7.4143e-09	0.863	0.360454824842803	30.0	1.866760671	0.47345409	0.753643788	True	True
FAM149B1	HGNC:29162	2.4901e-13	1.049	0.305928062646642	NA	1.737892719	0.205298401	1.592049708	False	True
ABHD5	HGNC:21396	NA	NA	0.327797972223462	NA	2.919813109	NA	NA	True	True
KCNJ13	HGNC:6259	0.013685	0.859	0.730357082611452	NA	2.0477588	0.449456446	0.351262886	False	True
INO80D	HGNC:25997	0.99962	0.228	0.981300680888726	NA	2.308760034	0.386200705	0.114793375	False	False
PPP1R16B	HGNC:15850	0.99974	0.169	0.62598334129156	NA	3.502153139	0.49650362	0.032211222	False	False
ARID1A	HGNC:11110	1.0	0.071	0.998061218346657	3.0	3.068537025	0.483981619	0.038686756	True	True
NR6A1	HGNC:7985	0.98169	0.305	0.993983055158063	NA	2.855032979	0.52481674	0.162953908	False	False
CCDC39	HGNC:25244	NA	NA	0.542026854113069	30.0	1.397233458	NA	NA	True	True
PLPBP	HGNC:9457	0.03972	0.696	0.227756155204717	NA	NA	0.448395611	0.910385254	False	True
NEGR1	HGNC:17302	0.99173	0.253	0.558349431035534	NA	-0.1189269835	0.436138368	0.140482439	False	False
FAM135A	HGNC:21084	0.99893	0.265	0.76402199835544	NA	1.7440289969999998	0.39233216	0.328546457	False	False
GPR143	HGNC:20145	0.92526	0.374	NA	NA	NA	0.308563018	NA	False	True
